basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_norm;disease_ot_total_assoc_score_norm;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_norm;disease_ot_lowconf_score_norm;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_norm;disease_ot_modconf_score_norm;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_norm;disease_ot_hiconf_score_norm;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_norm;disease_ot_ard_total_score_norm;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related macular degeneration;disease_Alzheimer disease;disease_atherosclerosis;disease_benign prostatic hyperplasia;disease_cancer;disease_chronic obstructive pulmonary disease;disease_heart failure;disease_Ischemic stroke;disease_myocardial infarction;disease_non-alcoholic fatty liver disease;disease_osteoarthritis;disease_Osteoporosis;disease_Parkinson disease;disease_sarcopenia;disease_type 2 diabetes mellitus;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_0630;NPAS1;ENSG00000130751;HGNC:7894;4861;Neuronal PAS domain-containing protein 1 (Neuronal PAS1) (Basic-helix-loop-helix-PAS protein MOP5) (Class E basic helix-loop-helix protein 11) (bHLHe11) (Member of PAS protein 5) (PAS domain-containing protein 5);Q99742;#N/A;https://platform.opentargets.org/target/ENSG00000130751;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.5 PAS;2457;922;1146;1228;83;5_None;35;1.95;0.01;0.01;31;0.76;0.01;0.01;4;1.19;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;0;Parkinson Disease;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.008392543;#N/A;#N/A;3;0.2;Y;#N/A;Unclear;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;Unclear;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1588;ZNF830;ENSG00000198783;HGNC:28291;91603;Zinc finger protein 830 (Coiled-coil domain-containing protein 16);Q96NB3;#N/A;https://platform.opentargets.org/target/ENSG00000198783;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2234;808;1147;649;438;5_None;34;1.95;0.01;0.01;32;1.14;0.01;0.02;2;0.81;0;0.01;#N/A;#N/A;#N/A;#N/A;2;0.11;0.13;0.03;Age-Related Macular Degeneration;#N/A;0.066935287;#N/A;#N/A;#N/A;0.040284204;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1402;ZNF572;ENSG00000180938;HGNC:26758;137209;Zinc finger protein 572;Q7Z3I7;#N/A;https://platform.opentargets.org/target/ENSG00000180938;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2839;1113;1148;1253;438;5_None;20;1.94;0.01;0.01;17;1.25;0.01;0.02;3;0.69;0.01;0;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.007391597;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1182;ZNF227;ENSG00000131115;HGNC:13020;7770;Zinc finger protein 227;Q86WZ6;#N/A;https://platform.opentargets.org/target/ENSG00000131115;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;1557;491;1149;226;182;5_None;15;1.92;0;0.01;8;0.14;0;0;7;1.78;0.01;0.01;#N/A;#N/A;#N/A;#N/A;2;0.51;0.13;0.13;Alzheimer Disease;#N/A;#N/A;0.257061417;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.257061417;#N/A;#N/A;2;0.13;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0168;DUX4;ENSG00000260596;HGNC:50800;100288687;Double homeobox protein 4 (Double homeobox protein 10);Q9UBX2;https://jaspar.elixir.no/search?q=Q9UBX2;https://platform.opentargets.org/target/ENSG00000260596;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.3 Paired-related HD;2258;818;1150;670;438;5_None;147;1.91;0.05;0.01;146;1.52;0.06;0.02;1;0.4;0;0;#N/A;#N/A;#N/A;#N/A;2;0.1;0.13;0.03;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.098314153;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;1;0.07;N;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1507;ZNF706;ENSG00000120963;HGNC:24992;51123;Zinc finger protein 706;Q9Y5V0;#N/A;https://platform.opentargets.org/target/ENSG00000120963;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2660;1023;1151;1071;438;5_None;39;1.91;0.01;0.01;37;1.5;0.01;0.02;2;0.41;0;0;#N/A;#N/A;#N/A;#N/A;2;0.02;0.13;0.01;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.016302578;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.003695799;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1202;ZNF260;ENSG00000254004;HGNC:13499;339324;Zinc finger protein 260 (Zfp-260);Q3ZCT1;#N/A;https://platform.opentargets.org/target/ENSG00000254004;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3059;1251;1152;1469;438;5_None;46;1.91;0.01;0.01;44;1.36;0.02;0.02;2;0.55;0;0;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1239;ZNF320;ENSG00000182986;HGNC:13842;162967;Zinc finger protein 320;A2RRD8;https://jaspar.elixir.no/search?q=A2RRD8;https://platform.opentargets.org/target/ENSG00000182986;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2690;1041;1153;1099;438;5_None;20;1.9;0.01;0.01;17;0.71;0.01;0.01;2;0.68;0;0;1;0.51;0.01;0.01;2;0.02;0.13;0;Cancer;#N/A;#N/A;0.004065378;#N/A;#N/A;0.013399939;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1423;ZNF595;ENSG00000272602;HGNC:27196;152687;Zinc finger protein 595;Q8IYB9;#N/A;https://platform.opentargets.org/target/ENSG00000272602;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2837;1112;1154;1245;438;5_None;57;1.89;0.02;0.01;56;1.54;0.02;0.02;1;0.35;0;0;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.007761177;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0685;PBX2;ENSG00000204304;HGNC:8633;5089;Pre-B-cell leukemia transcription factor 2 (Homeobox protein PBX2) (Protein G17);P40425;https://jaspar.elixir.no/search?q=P40425;https://platform.opentargets.org/target/ENSG00000204304;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.0 Uncharacterized/Undefined;1516;473;1155;179;182;5_None;72;1.88;0.02;0.01;67;0.46;0.03;0.01;5;1.42;0.01;0.01;#N/A;#N/A;#N/A;#N/A;5;0.59;0.31;0.15;Alzheimer Disease;#N/A;#N/A;0.279632081;#N/A;#N/A;0.011760304;0.015522354;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.279632081;#N/A;0.003695799;2;0.13;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1051;ZBTB43;ENSG00000169155;HGNC:17908;23099;Zinc finger and BTB domain-containing protein 43 (Zinc finger and BTB domain-containing protein 22B) (Zinc finger protein 297B) (ZnF-x);O43298;#N/A;https://platform.opentargets.org/target/ENSG00000169155;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.2 Other factors with up to three adjacent zinc fingers;3016;1225;1156;1422;438;5_None;30;1.88;0.01;0.01;27;0.99;0.01;0.01;3;0.89;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1360;ZNF519;ENSG00000175322;HGNC:30574;162655;Zinc finger protein 519;Q8TB69;#N/A;https://platform.opentargets.org/target/ENSG00000175322;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;3064;1256;1157;1469;438;5_None;23;1.88;0.01;0.01;19;1;0.01;0.01;4;0.87;0.01;0.01;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1003;VAX2;ENSG00000116035;HGNC:12661;25806;Ventral anterior homeobox 2;Q9UIW0;https://jaspar.elixir.no/search?q=Q9UIW0;https://platform.opentargets.org/target/ENSG00000116035;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;2789;1081;1158;1193;438;5_None;53;1.87;0.02;0.01;52;1.66;0.02;0.02;1;0.22;0;0;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.010365172;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1078;ZFP30;ENSG00000120784;HGNC:29555;22835;Zinc finger protein 30 homolog (Zfp-30) (Zinc finger protein 745);Q9Y2G7;#N/A;https://platform.opentargets.org/target/ENSG00000120784;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2817;1094;1159;1220;438;5_None;24;1.87;0.01;0.01;20;0.64;0.01;0.01;4;1.24;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Non-Alcoholic Fatty Liver Disease;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.008869917;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1333;ZNF484;ENSG00000127081;HGNC:23385;83744;Zinc finger protein 484;Q5JVG2;#N/A;https://platform.opentargets.org/target/ENSG00000127081;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2747;1069;1160;1405;182;5_None;17;1.87;0.01;0.01;13;0.37;0.01;0;4;1.5;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.002587059;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;0.13;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0080;BRF2;ENSG00000104221;HGNC:17298;55290;Transcription factor IIIB 50 kDa subunit (TFIIIB50) (hTFIIIB50) (B-related factor 2) (BRF-2) (hBRFU);Q9HAW0;#N/A;https://platform.opentargets.org/target/ENSG00000104221;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2980;1204;1161;651;1168;5_None;59;1.86;0.02;0.01;58;1.36;0.02;0.02;1;0.49;0;0;#N/A;#N/A;#N/A;#N/A;3;0.11;0.19;0.03;Cancer;#N/A;#N/A;#N/A;0.002217479;#N/A;0.096706437;0.007391597;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1113;ZKSCAN7;ENSG00000196345;HGNC:12955;55888;Zinc finger protein with KRAB and SCAN domains 7 (Zinc finger protein 167) (Zinc finger protein 448) (Zinc finger protein 64);Q9P0L1;#N/A;https://platform.opentargets.org/target/ENSG00000196345;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2659;1021;1162;1059;438;5_None;89;1.85;0.03;0.01;88;1.6;0.03;0.02;1;0.25;0;0;#N/A;#N/A;#N/A;#N/A;4;0.02;0.25;0.01;Cancer;#N/A;#N/A;0.003695799;#N/A;#N/A;0.008800133;#N/A;0.006652437;#N/A;#N/A;0.002217479;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1230;ZNF300;ENSG00000145908;HGNC:13091;91975;Zinc finger protein 300;Q96RE9;#N/A;https://platform.opentargets.org/target/ENSG00000145908;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2188;788;1163;843;182;5_None;66;1.84;0.02;0.01;63;1.08;0.02;0.01;3;0.77;0.01;0.01;#N/A;#N/A;#N/A;#N/A;4;0.06;0.25;0.01;Cancer;#N/A;#N/A;0.003695799;#N/A;#N/A;0.042770113;0.007391597;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;2;0.13;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1246;ZNF333;ENSG00000160961;HGNC:15624;84449;Zinc finger protein 333;Q96JL9;#N/A;https://platform.opentargets.org/target/ENSG00000160961;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3801;1538;1164;1469;1168;5_None;17;1.84;0.01;0.01;11;0.22;0;0;6;1.61;0.01;0.01;#N/A;#N/A;#N/A;#N/A;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1260;ZNF354A;ENSG00000169131;HGNC:11628;6940;Zinc finger protein 354A (Transcription factor 17) (TCF-17) (Zinc finger protein eZNF);O60765;https://jaspar.elixir.no/search?q=O60765;https://platform.opentargets.org/target/ENSG00000169131;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3755;1532;1165;1422;1168;5_None;67;1.84;0.02;0.01;67;1.84;0.03;0.02;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.001478319;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0056;BARHL1;ENSG00000125492;HGNC:953;56751;BarH-like 1 homeobox protein;Q9BZE3;https://jaspar.elixir.no/search?q=Q9BZE3;https://platform.opentargets.org/target/ENSG00000125492;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;2929;1173;1166;595;1168;5_None;45;1.83;0.01;0.01;45;1.83;0.02;0.02;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;0.13;0.19;0.03;Ischemic Stroke;#N/A;#N/A;0.021435632;#N/A;#N/A;#N/A;#N/A;#N/A;0.09998902;#N/A;#N/A;#N/A;#N/A;0.004434958;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1638;ZUFSP;ENSG00000153975;HGNC:21224;221302;Zinc finger-containing ubiquitin peptidase 1 (EC 3.4.19.12) (Lys-63-specific deubiquitinase ZUFSP) (DUB) (Zinc finger with UFM1-specific peptidase domain protein);Q96AP4;#N/A;https://platform.opentargets.org/target/ENSG00000153975;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2944;1183;1167;609;1168;5_None;224;1.83;0.07;0.01;224;1.83;0.09;0.02;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;7;0.12;0.44;0.03;Cancer;#N/A;0.001478319;0.009300295;#N/A;#N/A;0.07933963;#N/A;#N/A;0.007391597;0.001478319;#N/A;0.006529244;#N/A;0.014903219;#N/A;#N/A;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1153;ZNF180;ENSG00000167384;HGNC:12970;7733;Zinc finger protein 180 (HHZ168);Q9UJW8;#N/A;https://platform.opentargets.org/target/ENSG00000167384;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2859;1126;1168;1253;438;5_None;23;1.83;0.01;0.01;20;0.92;0.01;0.01;3;0.91;0.01;0.01;#N/A;#N/A;#N/A;#N/A;1;0.01;0.06;#N/A;Cancer;#N/A;#N/A;#N/A;#N/A;#N/A;0.007391597;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
